tick,population,gini,mean_wealth,median_wealth,mean_metabolism,mean_vision,total_grid_sugar
150,110,0.2672880747674969,108.23636363636363,133.0,1.1545454545454545,3.9,1774.75
151,110,0.26709173522713064,109.0409090909091,133.75,1.1545454545454545,3.9,1769.75
152,110,0.26720962759519074,109.75681818181818,134.75,1.1545454545454545,3.9,1774.75
153,110,0.26735300003553547,110.47045454545454,135.75,1.1545454545454545,3.9,1779.75
154,110,0.2673679204271431,111.21363636363637,136.5,1.1545454545454545,3.9,1780.25
155,110,0.26702863986035275,111.97045454545454,137.5,1.1545454545454545,3.9,1776.5
156,110,0.2669297433122713,112.64772727272727,138.5,1.1545454545454545,3.9,1779.5
157,110,0.26684489833867175,113.3340909090909,139.5,1.1545454545454545,3.9,1781.25
158,110,0.26662977140031124,114.05227272727272,140.625,1.1545454545454545,3.9,1780.5
159,110,0.26640017278306727,114.79545454545455,141.625,1.1545454545454545,3.9,1781.25
160,110,0.26594971762421765,115.57045454545455,142.875,1.1545454545454545,3.9,1777.25
161,110,0.2658873342497771,116.33181818181818,144.0,1.1545454545454545,3.9,1777.5
162,110,0.2658683268746162,117.08181818181818,145.25,1.1545454545454545,3.9,1780.0
163,110,0.26575561770662554,117.82954545454545,146.5,1.1545454545454545,3.9,1781.75
164,110,0.26552955542742274,118.60681818181818,147.375,1.1545454545454545,3.9,1779.75
165,110,0.265214576748791,119.36818181818182,148.25,1.1545454545454545,3.9,1777.75
166,110,0.2649894835683981,120.13863636363637,149.0,1.1545454545454545,3.9,1773.75
167,110,0.265180180334203,120.85,149.875,1.1545454545454545,3.9,1774.5
168,110,0.2651338098192356,121.55681818181819,150.0,1.1545454545454545,3.9,1777.5
169,110,0.26523738049842466,122.23636363636363,150.25,1.1545454545454545,3.9,1785.75
170,110,0.26544160525674526,122.94318181818181,150.75,1.1545454545454545,3.9,1794.25
171,110,0.2655116768567706,123.68181818181819,151.5,1.1545454545454545,3.9,1799.75
172,110,0.2652818010833459,124.46136363636364,152.375,1.1545454545454545,3.9,1799.75
173,110,0.2653479741047132,125.20227272727273,153.25,1.1545454545454545,3.9,1800.25
174,110,0.26528433492235864,125.95,154.25,1.1545454545454545,3.9,1797.75
175,110,0.2653082062189282,126.67272727272727,155.25,1.1545454545454545,3.9,1796.0
176,110,0.26522637281385897,127.42272727272727,156.375,1.1545454545454545,3.9,1791.0
177,110,0.265255641521599,128.1818181818182,157.25,1.1545454545454545,3.9,1785.0
178,110,0.2650534033628256,128.95,158.375,1.1545454545454545,3.9,1779.5
179,110,0.26495773337454315,129.68636363636364,159.375,1.1545454545454545,3.9,1781.0
180,110,0.2647784495826872,130.4340909090909,160.375,1.1545454545454545,3.9,1782.0
181,110,0.26467230993346197,131.1931818181818,161.25,1.1545454545454545,3.9,1782.5
182,110,0.26432499773063767,132.01363636363635,162.25,1.1545454545454545,3.9,1774.75
183,110,0.26427445322725485,132.75681818181818,163.375,1.1545454545454545,3.9,1775.0
184,110,0.2642340363958259,133.50681818181818,164.375,1.1545454545454545,3.9,1775.25
185,110,0.26431167951736767,134.25,165.5,1.1545454545454545,3.9,1775.5
186,110,0.2641975554192185,135.0431818181818,166.5,1.1545454545454545,3.9,1768.25
187,110,0.26407204575879273,135.8181818181818,167.5,1.1545454545454545,3.9,1763.0
188,110,0.26396069319392,136.5818181818182,168.5,1.1545454545454545,3.9,1758.5
189,110,0.26367127311248073,137.3090909090909,169.375,1.1545454545454545,3.9,1758.25
190,110,0.2636573176736828,138.0431818181818,170.375,1.1545454545454545,3.9,1759.0
191,110,0.263577096788124,138.74772727272727,171.375,1.1545454545454545,3.9,1763.75
192,110,0.2635483784960762,139.48636363636365,172.5,1.1545454545454545,3.9,1764.0
193,110,0.2637062086952678,140.2159090909091,173.5,1.1545454545454545,3.9,1765.0
194,110,0.2638117132359625,140.9227272727273,174.5,1.1545454545454545,3.9,1768.5
195,110,0.2637442883749014,141.66590909090908,175.5,1.1545454545454545,3.9,1767.25
196,110,0.2634472476665062,142.46363636363637,176.625,1.1545454545454545,3.9,1759.25
197,110,0.26325525574041964,143.23181818181817,177.625,1.1545454545454545,3.9,1755.5
198,110,0.2632559007637972,143.9090909090909,178.5,1.1545454545454545,3.9,1761.0
199,110,0.2632250956362436,144.58409090909092,179.375,1.1545454545454545,3.9,1766.25
200,110,0.26302101401882444,145.3181818181818,180.25,1.1545454545454545,3.9,1765.25
